ESA_SCENENAME,DATA_PARTITION,XVIEW3_SCENENAME
S1A_IW_GRDH_1SDV_20200126T052956_20200126T053025_030967_038E50_B43E,validation,b1844cde847a3942v
S1B_IW_GRDH_1SDV_20200826T054008_20200826T054033_023090_02BD74_B091,validation,c8bbfb37522617e9v
S1A_IW_GRDH_1SDV_20200501T051927_20200501T051952_032367_03BF2F_4157,validation,264ed833a13b7f2av
S1A_IW_GRDH_1SDV_20200904T171759_20200904T171831_034212_03F991_B096,validation,5e9a2c1bcf179e9bv
S1A_IW_GRDH_1SDV_20200321T174431_20200321T174456_031777_03AA65_8AB1,validation,758991708403f218v
S1A_IW_GRDH_1SDV_20200126T175311_20200126T175336_030975_038E94_BAE3,validation,844545c005776fb1v
S1B_IW_GRDH_1SDV_20200620T165738_20200620T165803_022120_029FAC_17D8,validation,8204efcfe9f09f94v
S1A_IW_GRDH_1SDV_20200503T051344_20200503T051413_032396_03C03F_AC94,validation,3ceef682fbe4930av
S1A_IW_GRDH_1SDV_20200824T052155_20200824T052224_034044_03F3B6_6212,validation,0e309957cef7bdc8v
S1A_IW_GRDH_1SDV_20200613T051118_20200613T051143_032994_03D25F_C80A,validation,36076e547370064ev
S1A_IW_GRDH_1SDV_20201121T175320_20201121T175345_035350_04214D_0CE8,validation,65d6f6baee882077v
S1A_IW_GRDH_1SDV_20200414T174432_20200414T174457_032127_03B6BD_C3BA,validation,fc483682c621b54bv
S1A_IW_GRDH_1SDV_20200724T053002_20200724T053031_033592_03E4A8_3B8B,validation,590dd08f71056cacv
S1A_IW_GRDH_1SDV_20200226T052146_20200226T052215_031419_039DEC_689A,validation,0157baf3866b2cf9v
S1A_IW_GRDH_1SDV_20200618T051930_20200618T051955_033067_03D4A2_4569,validation,13dd786ee6c95e06v
S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,validation,a1a21a222e244555v
S1A_IW_GRDH_1SDV_20200731T051121_20200731T051146_033694_03E7BB_F7D2,validation,3fe00bf7beab8812v
S1A_IW_GRDH_1SDV_20200630T053000_20200630T053029_033242_03D9F7_2A78,validation,9b89b9dcce7dc85ev
S1B_IW_GRDH_1SDV_20201013T054010_20201013T054035_023790_02D350_506A,validation,94dca5e4de2edcf8v
S1B_IW_GRDH_1SDV_20200514T051034_20200514T051059_021573_028F48_8C43,validation,0d8ed29b0760dc59v
S1B_IW_GRDH_1SDV_20200823T051852_20200823T051917_023046_02BC20_01ED,validation,9a5aa7310c195f14v
S1B_IW_GRDH_1SDV_20200615T054004_20200615T054029_022040_029D41_AA74,validation,acf76647ba3f524bv
S1A_IW_GRDH_1SDV_20200907T050726_20200907T050751_034248_03FAD3_34CA,validation,128443d1e98e2839v
S1A_IW_GRDH_1SDV_20200831T051420_20200831T051445_034146_03F756_6D5E,validation,7b7e837a7ac5a880v
S1A_IW_GRDH_1SDV_20200407T052956_20200407T053025_032017_03B2E2_D038,validation,377410f6ab9824dfv
